Date,Chicken_ID,Farm_Name,Lat,Lon,Breed,Age_Days,Weight_Kg,Eggs_Laid,Barn_Temp_C
2026-06-02,KIP-0039,Geel Pluimvee,51.16,4.99,Rhode Island Red,132,2.88,1,21.7
2026-06-02,KIP-0040,Geel Pluimvee,51.16,4.99,Leghorn,276,2.54,1,21.7
2026-06-02,KIP-0041,Geel Pluimvee,51.16,4.99,Rhode Island Red,161,2.78,0,21.7
2026-06-02,KIP-0042,Hasselt Kip,50.93,5.33,Rhode Island Red,218,2.51,0,21.7
2026-06-02,KIP-0043,Lommel Hoeve,51.23,5.31,Leghorn,181,2.95,0,21.7
2026-06-02,KIP-0044,Hasselt Kip,50.93,5.33,Leghorn,276,2.58,0,21.7
2026-06-02,KIP-0045,Geel Pluimvee,51.16,4.99,Rhode Island Red,251,2.48,0,21.7
2026-06-02,KIP-0046,Lommel Hoeve,51.23,5.31,Sussex,164,2.44,0,21.7
2026-06-02,KIP-0047,Geel Pluimvee,51.16,4.99,Leghorn,293,2.1,0,21.7
2026-06-02,KIP-0048,Lommel Hoeve,51.23,5.31,Sussex,200,2.66,1,21.7
2026-06-02,KIP-0049,Hasselt Kip,50.93,5.33,Sussex,155,2.44,2,21.7
2026-06-02,KIP-0050,Lommel Hoeve,51.23,5.31,Sussex,158,2.42,1,21.7
2026-06-02,KIP-0051,Lommel Hoeve,51.23,5.31,Leghorn,117,2.65,0,21.7
2026-06-02,KIP-0052,Lommel Hoeve,51.23,5.31,Sussex,160,2.74,1,21.7
2026-06-02,KIP-0053,Lommel Hoeve,51.23,5.31,Leghorn,239,2.41,1,21.7
2026-06-02,KIP-0054,Lommel Hoeve,51.23,5.31,Sussex,222,2.57,0,21.7
2026-06-02,KIP-0055,Geel Pluimvee,51.16,4.99,Rhode Island Red,275,2.58,1,21.7
2026-06-02,KIP-0056,Lommel Hoeve,51.23,5.31,Rhode Island Red,152,2.32,0,21.7
2026-06-02,KIP-0057,Lommel Hoeve,51.23,5.31,Leghorn,137,2.49,0,21.7
2026-06-02,KIP-0058,Hasselt Kip,50.93,5.33,Rhode Island Red,113,2.65,0,21.7
2026-06-02,KIP-0059,Lommel Hoeve,51.23,5.31,Rhode Island Red,249,2.2,0,21.7
2026-06-02,KIP-0060,Hasselt Kip,50.93,5.33,Sussex,197,3.04,1,21.7
2026-06-02,KIP-0061,Geel Pluimvee,51.16,4.99,Leghorn,142,2.31,2,21.7
2026-06-02,KIP-0062,Lommel Hoeve,51.23,5.31,Sussex,247,2.95,0,21.7
2026-06-02,KIP-0063,Hasselt Kip,50.93,5.33,Sussex,221,2.53,1,21.7
2026-06-02,KIP-0064,Hasselt Kip,50.93,5.33,Sussex,192,2.56,1,21.7
2026-06-02,KIP-0065,Geel Pluimvee,51.16,4.99,Sussex,279,2.05,0,21.7
2026-06-02,KIP-0066,Lommel Hoeve,51.23,5.31,Sussex,274,2.68,1,21.7
2026-06-02,KIP-0067,Lommel Hoeve,51.23,5.31,Sussex,241,2.63,0,21.7
2026-06-02,KIP-0068,Hasselt Kip,50.93,5.33,Sussex,284,2.45,2,21.7
2026-06-02,KIP-0069,Lommel Hoeve,51.23,5.31,Leghorn,134,2.32,0,21.7
2026-06-02,KIP-0070,Hasselt Kip,50.93,5.33,Rhode Island Red,276,2.52,1,21.7
2026-06-02,KIP-0071,Lommel Hoeve,51.23,5.31,Sussex,113,2.51,2,21.7
2026-06-02,KIP-0072,Hasselt Kip,50.93,5.33,Sussex,283,2.63,1,21.7
2026-06-02,KIP-0073,Lommel Hoeve,51.23,5.31,Sussex,109,2.56,0,21.7
2026-06-02,KIP-0074,Geel Pluimvee,51.16,4.99,Sussex,271,2.48,0,21.7
2026-06-02,KIP-0075,Lommel Hoeve,51.23,5.31,Sussex,254,2.34,0,21.7
2026-06-02,KIP-0076,Lommel Hoeve,51.23,5.31,Sussex,187,2.04,0,21.7
2026-06-02,KIP-0077,Geel Pluimvee,51.16,4.99,Rhode Island Red,251,2.5,0,21.7
2026-06-02,KIP-0078,Lommel Hoeve,51.23,5.31,Rhode Island Red,153,2.49,3,21.7
2026-06-02,KIP-0079,Geel Pluimvee,51.16,4.99,Sussex,152,2.52,0,21.7
2026-06-02,KIP-0080,Lommel Hoeve,51.23,5.31,Rhode Island Red,181,2.73,0,21.7
2026-06-02,KIP-0081,Hasselt Kip,50.93,5.33,Leghorn,176,2.56,0,21.7
2026-06-02,KIP-0082,Hasselt Kip,50.93,5.33,Sussex,258,2.57,0,21.7
2026-06-02,KIP-0083,Lommel Hoeve,51.23,5.31,Leghorn,180,2.57,0,21.7
2026-06-02,KIP-0084,Lommel Hoeve,51.23,5.31,Leghorn,126,2.36,1,21.7
2026-06-02,KIP-0085,Lommel Hoeve,51.23,5.31,Sussex,171,2.65,0,21.7
2026-06-02,KIP-0086,Hasselt Kip,50.93,5.33,Rhode Island Red,249,2.22,1,21.7
2026-06-02,KIP-0087,Lommel Hoeve,51.23,5.31,Leghorn,189,2.78,2,21.7
2026-06-02,KIP-0088,Hasselt Kip,50.93,5.33,Sussex,199,2.52,3,21.7
2026-06-02,KIP-0089,Geel Pluimvee,51.16,4.99,Leghorn,216,2.42,2,21.7
2026-06-02,KIP-0090,Hasselt Kip,50.93,5.33,Leghorn,124,2.5,1,21.7
2026-06-02,KIP-0091,Hasselt Kip,50.93,5.33,Leghorn,252,2.84,1,21.7
2026-06-02,KIP-0092,Geel Pluimvee,51.16,4.99,Leghorn,294,2.57,0,21.7
2026-06-02,KIP-0093,Hasselt Kip,50.93,5.33,Rhode Island Red,153,2.23,0,21.7
2026-06-02,KIP-0094,Lommel Hoeve,51.23,5.31,Leghorn,238,2.32,1,21.7
2026-06-02,KIP-0095,Lommel Hoeve,51.23,5.31,Leghorn,220,2.76,1,21.7
2026-06-02,KIP-0096,Hasselt Kip,50.93,5.33,Leghorn,141,2.62,0,21.7
2026-06-02,KIP-0097,Lommel Hoeve,51.23,5.31,Rhode Island Red,274,2.32,0,21.7
2026-06-02,KIP-0098,Hasselt Kip,50.93,5.33,Leghorn,298,2.5,0,21.7
2026-06-02,KIP-0099,Lommel Hoeve,51.23,5.31,Leghorn,131,2.67,1,21.7
2026-06-02,KIP-0100,Lommel Hoeve,51.23,5.31,Rhode Island Red,261,2.5,1,21.7
2026-06-02,KIP-0101,Hasselt Kip,50.93,5.33,Rhode Island Red,256,2.28,1,21.7
2026-06-02,KIP-0102,Lommel Hoeve,51.23,5.31,Rhode Island Red,139,2.67,0,21.7
2026-06-02,KIP-0103,Hasselt Kip,50.93,5.33,Leghorn,257,2.57,1,21.7
2026-06-02,KIP-0104,Lommel Hoeve,51.23,5.31,Rhode Island Red,178,2.61,1,21.7
2026-06-02,KIP-0105,Lommel Hoeve,51.23,5.31,Rhode Island Red,268,2.5,4,21.7
2026-06-02,KIP-0106,Geel Pluimvee,51.16,4.99,Leghorn,276,2.35,0,21.7
2026-06-02,KIP-0107,Geel Pluimvee,51.16,4.99,Rhode Island Red,137,2.69,2,21.7
2026-06-02,KIP-0108,Hasselt Kip,50.93,5.33,Leghorn,210,2.61,2,21.7
2026-06-02,KIP-0109,Geel Pluimvee,51.16,4.99,Sussex,118,2.73,0,21.7
2026-06-02,KIP-0110,Hasselt Kip,50.93,5.33,Rhode Island Red,139,2.31,1,21.7
2026-06-02,KIP-0111,Geel Pluimvee,51.16,4.99,Sussex,281,2.41,0,21.7
2026-06-02,KIP-0112,Lommel Hoeve,51.23,5.31,Leghorn,243,2.63,1,21.7
2026-06-02,KIP-0113,Hasselt Kip,50.93,5.33,Rhode Island Red,304,2.58,0,21.7
2026-06-02,KIP-0114,Hasselt Kip,50.93,5.33,Leghorn,241,2.27,2,21.7
2026-06-02,KIP-0115,Lommel Hoeve,51.23,5.31,Sussex,246,2.35,0,21.7
2026-06-02,KIP-0116,Hasselt Kip,50.93,5.33,Leghorn,273,2.54,0,21.7
2026-06-02,KIP-0117,Hasselt Kip,50.93,5.33,Rhode Island Red,228,2.52,1,21.7
2026-06-02,KIP-0118,Geel Pluimvee,51.16,4.99,Rhode Island Red,280,3.0,0,21.7
2026-06-02,KIP-0119,Hasselt Kip,50.93,5.33,Sussex,251,2.4,0,21.7
2026-06-02,KIP-0120,Lommel Hoeve,51.23,5.31,Leghorn,259,2.87,2,21.7
2026-06-02,KIP-0121,Geel Pluimvee,51.16,4.99,Rhode Island Red,205,2.52,0,21.7
2026-06-02,KIP-0122,Geel Pluimvee,51.16,4.99,Sussex,274,2.69,0,21.7
2026-06-02,KIP-0123,Lommel Hoeve,51.23,5.31,Rhode Island Red,280,2.69,1,21.7
2026-06-02,KIP-0124,Lommel Hoeve,51.23,5.31,Rhode Island Red,305,2.28,1,21.7
2026-06-02,KIP-0125,Geel Pluimvee,51.16,4.99,Leghorn,258,2.29,1,21.7
2026-06-02,KIP-0126,Hasselt Kip,50.93,5.33,Rhode Island Red,121,2.56,1,21.7
2026-06-02,KIP-0127,Geel Pluimvee,51.16,4.99,Leghorn,212,2.56,0,21.7
2026-06-02,KIP-0128,Lommel Hoeve,51.23,5.31,Rhode Island Red,266,2.41,0,21.7
2026-06-02,KIP-0129,Geel Pluimvee,51.16,4.99,Sussex,214,2.44,0,21.7
2026-06-02,KIP-0130,Lommel Hoeve,51.23,5.31,Rhode Island Red,257,2.77,0,21.7
2026-06-02,KIP-0131,Geel Pluimvee,51.16,4.99,Leghorn,271,2.55,0,21.7
2026-06-02,KIP-0132,Hasselt Kip,50.93,5.33,Leghorn,121,2.91,0,21.7
2026-06-02,KIP-0133,Geel Pluimvee,51.16,4.99,Sussex,143,2.57,0,21.7
2026-06-02,KIP-0134,Geel Pluimvee,51.16,4.99,Rhode Island Red,161,2.61,1,21.7
2026-06-02,KIP-0135,Lommel Hoeve,51.23,5.31,Rhode Island Red,269,2.66,0,21.7
2026-06-02,KIP-0136,Lommel Hoeve,51.23,5.31,Sussex,186,2.03,2,21.7
2026-06-02,KIP-0137,Lommel Hoeve,51.23,5.31,Rhode Island Red,217,2.36,1,21.7
2026-06-02,KIP-0138,Geel Pluimvee,51.16,4.99,Rhode Island Red,156,2.24,1,21.7
2026-06-02,KIP-0139,Hasselt Kip,50.93,5.33,Leghorn,302,2.54,1,21.7
2026-06-02,KIP-0140,Lommel Hoeve,51.23,5.31,Rhode Island Red,186,2.29,0,21.7
2026-06-02,KIP-0141,Lommel Hoeve,51.23,5.31,Rhode Island Red,120,2.7,3,21.7
2026-06-02,KIP-0142,Geel Pluimvee,51.16,4.99,Sussex,219,2.48,2,21.7
2026-06-02,KIP-0143,Lommel Hoeve,51.23,5.31,Sussex,303,2.29,0,21.7
2026-06-02,KIP-0144,Hasselt Kip,50.93,5.33,Leghorn,220,2.16,1,21.7
2026-06-02,KIP-0145,Hasselt Kip,50.93,5.33,Rhode Island Red,144,2.58,0,21.7
2026-06-02,KIP-0146,Lommel Hoeve,51.23,5.31,Rhode Island Red,142,2.23,1,21.7
2026-06-02,KIP-0147,Lommel Hoeve,51.23,5.31,Rhode Island Red,249,2.2,1,21.7
2026-06-02,KIP-0148,Geel Pluimvee,51.16,4.99,Leghorn,274,2.55,0,21.7
2026-06-02,KIP-0149,Hasselt Kip,50.93,5.33,Leghorn,252,2.22,2,21.7
2026-06-02,KIP-0150,Hasselt Kip,50.93,5.33,Sussex,238,2.82,2,21.7
2026-06-02,KIP-0151,Lommel Hoeve,51.23,5.31,Leghorn,194,2.77,2,21.7
2026-06-02,KIP-0152,Geel Pluimvee,51.16,4.99,Rhode Island Red,164,2.86,0,21.7
2026-06-02,KIP-0153,Hasselt Kip,50.93,5.33,Rhode Island Red,288,2.59,4,21.7
2026-06-02,KIP-0154,Hasselt Kip,50.93,5.33,Leghorn,127,2.53,0,21.7
2026-06-02,KIP-0155,Geel Pluimvee,51.16,4.99,Rhode Island Red,115,2.12,2,21.7
2026-06-02,KIP-0156,Geel Pluimvee,51.16,4.99,Rhode Island Red,178,2.42,0,21.7
2026-06-02,KIP-0157,Hasselt Kip,50.93,5.33,Leghorn,180,2.49,3,21.7
2026-06-02,KIP-0158,Hasselt Kip,50.93,5.33,Leghorn,188,2.62,1,21.7
2026-06-02,KIP-0159,Geel Pluimvee,51.16,4.99,Rhode Island Red,117,2.45,0,21.7
2026-06-02,KIP-0160,Hasselt Kip,50.93,5.33,Rhode Island Red,167,2.54,3,21.7
2026-06-02,KIP-0161,Lommel Hoeve,51.23,5.31,Rhode Island Red,150,2.17,1,21.7
2026-06-02,KIP-0162,Lommel Hoeve,51.23,5.31,Sussex,281,2.65,0,21.7
2026-06-02,KIP-0163,Geel Pluimvee,51.16,4.99,Sussex,230,2.49,1,21.7
2026-06-02,KIP-0164,Geel Pluimvee,51.16,4.99,Sussex,194,2.51,1,21.7
2026-06-02,KIP-0165,Geel Pluimvee,51.16,4.99,Leghorn,184,2.46,1,21.7
2026-06-02,KIP-0166,Lommel Hoeve,51.23,5.31,Sussex,247,2.62,0,21.7
2026-06-02,KIP-0167,Hasselt Kip,50.93,5.33,Leghorn,213,2.43,2,21.7
2026-06-02,KIP-0168,Lommel Hoeve,51.23,5.31,Leghorn,139,2.71,0,21.7
2026-06-02,KIP-0169,Hasselt Kip,50.93,5.33,Sussex,109,2.23,2,21.7
2026-06-02,KIP-0170,Lommel Hoeve,51.23,5.31,Sussex,262,2.4,0,21.7
2026-06-02,KIP-0171,Hasselt Kip,50.93,5.33,Sussex,284,2.51,1,21.7
2026-06-02,KIP-0172,Lommel Hoeve,51.23,5.31,Rhode Island Red,228,2.4,1,21.7
2026-06-02,KIP-0173,Geel Pluimvee,51.16,4.99,Sussex,119,2.56,1,21.7
2026-06-02,KIP-0174,Lommel Hoeve,51.23,5.31,Rhode Island Red,211,2.68,1,21.7
2026-06-02,KIP-0175,Hasselt Kip,50.93,5.33,Leghorn,217,2.62,1,21.7
2026-06-02,KIP-0176,Lommel Hoeve,51.23,5.31,Rhode Island Red,252,2.85,0,21.7
2026-06-02,KIP-0177,Lommel Hoeve,51.23,5.31,Sussex,232,2.62,0,21.7
2026-06-02,KIP-0178,Lommel Hoeve,51.23,5.31,Leghorn,303,2.49,0,21.7
2026-06-02,KIP-0179,Geel Pluimvee,51.16,4.99,Leghorn,272,2.46,1,21.7
2026-06-02,KIP-0180,Lommel Hoeve,51.23,5.31,Leghorn,198,2.59,0,21.7
2026-06-02,KIP-0181,Geel Pluimvee,51.16,4.99,Rhode Island Red,188,2.34,0,21.7
2026-06-02,KIP-0182,Geel Pluimvee,51.16,4.99,Sussex,117,2.45,1,21.7
2026-06-02,KIP-0183,Lommel Hoeve,51.23,5.31,Leghorn,260,2.24,1,21.7
2026-06-02,KIP-0184,Lommel Hoeve,51.23,5.31,Leghorn,261,2.73,1,21.7
2026-06-02,KIP-0185,Lommel Hoeve,51.23,5.31,Leghorn,219,2.47,1,21.7
2026-06-02,KIP-0186,Hasselt Kip,50.93,5.33,Rhode Island Red,206,2.65,2,21.7
2026-06-02,KIP-0187,Lommel Hoeve,51.23,5.31,Rhode Island Red,270,2.79,1,21.7
2026-06-02,KIP-0188,Geel Pluimvee,51.16,4.99,Sussex,235,2.86,1,21.7
2026-06-02,KIP-0189,Lommel Hoeve,51.23,5.31,Rhode Island Red,185,2.45,0,21.7
2026-06-02,KIP-0190,Hasselt Kip,50.93,5.33,Leghorn,149,2.25,3,21.7
2026-06-02,KIP-0191,Lommel Hoeve,51.23,5.31,Sussex,288,2.56,0,21.7
2026-06-02,KIP-0192,Hasselt Kip,50.93,5.33,Leghorn,243,2.44,0,21.7
2026-06-02,KIP-0193,Hasselt Kip,50.93,5.33,Leghorn,295,2.65,0,21.7
2026-06-02,KIP-0194,Lommel Hoeve,51.23,5.31,Rhode Island Red,263,2.64,1,21.7
2026-06-02,KIP-0195,Geel Pluimvee,51.16,4.99,Sussex,306,2.57,1,21.7
2026-06-02,KIP-0196,Hasselt Kip,50.93,5.33,Rhode Island Red,272,2.79,0,21.7
2026-06-02,KIP-0197,Lommel Hoeve,51.23,5.31,Rhode Island Red,168,2.68,0,21.7
2026-06-02,KIP-0198,Lommel Hoeve,51.23,5.31,Sussex,236,2.87,2,21.7
2026-06-02,KIP-0199,Geel Pluimvee,51.16,4.99,Leghorn,166,2.44,0,21.7
2026-06-02,KIP-0200,Hasselt Kip,50.93,5.33,Leghorn,127,2.68,0,21.7
2026-06-02,KIP-0201,Hasselt Kip,50.93,5.33,Sussex,280,2.59,2,21.7
2026-06-02,KIP-0202,Lommel Hoeve,51.23,5.31,Leghorn,138,2.61,0,21.7
2026-06-02,KIP-0203,Lommel Hoeve,51.23,5.31,Sussex,233,2.67,1,21.7
2026-06-02,KIP-0204,Geel Pluimvee,51.16,4.99,Sussex,265,2.34,0,21.7
2026-06-02,KIP-0205,Geel Pluimvee,51.16,4.99,Rhode Island Red,294,2.58,3,21.7
2026-06-02,KIP-0206,Hasselt Kip,50.93,5.33,Sussex,186,2.39,3,21.7
2026-06-02,KIP-0207,Hasselt Kip,50.93,5.33,Rhode Island Red,303,2.73,1,21.7
2026-06-02,KIP-0208,Lommel Hoeve,51.23,5.31,Leghorn,206,2.57,2,21.7
2026-06-02,KIP-0209,Hasselt Kip,50.93,5.33,Leghorn,225,2.46,1,21.7
2026-06-02,KIP-0210,Geel Pluimvee,51.16,4.99,Leghorn,242,2.45,1,21.7
2026-06-02,KIP-0211,Geel Pluimvee,51.16,4.99,Leghorn,295,2.28,0,21.7
2026-06-02,KIP-0212,Lommel Hoeve,51.23,5.31,Rhode Island Red,172,2.72,2,21.7
2026-06-02,KIP-0213,Geel Pluimvee,51.16,4.99,Leghorn,161,2.43,1,21.7
2026-06-02,KIP-0214,Geel Pluimvee,51.16,4.99,Sussex,277,2.21,1,21.7
2026-06-02,KIP-0215,Geel Pluimvee,51.16,4.99,Sussex,217,2.49,0,21.7
2026-06-02,KIP-0216,Geel Pluimvee,51.16,4.99,Sussex,128,2.51,1,21.7
2026-06-02,KIP-0217,Lommel Hoeve,51.23,5.31,Rhode Island Red,137,2.09,1,21.7
2026-06-02,KIP-0218,Lommel Hoeve,51.23,5.31,Leghorn,298,2.17,0,21.7
2026-06-02,KIP-0219,Hasselt Kip,50.93,5.33,Leghorn,114,2.53,0,21.7
2026-06-02,KIP-0220,Geel Pluimvee,51.16,4.99,Leghorn,295,2.66,3,21.7
2026-06-02,KIP-0221,Hasselt Kip,50.93,5.33,Rhode Island Red,131,2.62,0,21.7
2026-06-02,KIP-0222,Lommel Hoeve,51.23,5.31,Sussex,133,2.59,2,21.7
2026-06-02,KIP-0223,Lommel Hoeve,51.23,5.31,Sussex,143,2.25,0,21.7
2026-06-02,KIP-0224,Lommel Hoeve,51.23,5.31,Leghorn,173,2.27,0,21.7
2026-06-02,KIP-0225,Lommel Hoeve,51.23,5.31,Sussex,236,2.46,1,21.7
2026-06-02,KIP-0226,Lommel Hoeve,51.23,5.31,Sussex,146,2.44,0,21.7
2026-06-02,KIP-0227,Lommel Hoeve,51.23,5.31,Rhode Island Red,145,2.36,0,21.7
2026-06-02,KIP-0228,Lommel Hoeve,51.23,5.31,Rhode Island Red,281,2.79,0,21.7
2026-06-02,KIP-0229,Geel Pluimvee,51.16,4.99,Rhode Island Red,174,2.34,0,21.7
2026-06-02,KIP-0230,Hasselt Kip,50.93,5.33,Rhode Island Red,266,2.6,0,21.7
2026-06-02,KIP-0231,Lommel Hoeve,51.23,5.31,Leghorn,267,2.56,1,21.7
2026-06-02,KIP-0232,Geel Pluimvee,51.16,4.99,Rhode Island Red,157,2.64,3,21.7
2026-06-02,KIP-0233,Geel Pluimvee,51.16,4.99,Sussex,205,2.72,2,21.7
2026-06-02,KIP-0234,Hasselt Kip,50.93,5.33,Leghorn,143,2.71,1,21.7
2026-06-02,KIP-0235,Lommel Hoeve,51.23,5.31,Sussex,178,2.28,3,21.7
2026-06-02,KIP-0236,Hasselt Kip,50.93,5.33,Sussex,126,2.52,1,21.7
2026-06-02,KIP-0237,Lommel Hoeve,51.23,5.31,Sussex,201,2.5,1,21.7
2026-06-02,KIP-0238,Geel Pluimvee,51.16,4.99,Rhode Island Red,147,2.48,0,21.7
2026-06-02,KIP-0239,Geel Pluimvee,51.16,4.99,Rhode Island Red,205,2.29,0,21.7
2026-06-02,KIP-0240,Geel Pluimvee,51.16,4.99,Leghorn,212,2.95,0,21.7
2026-06-02,KIP-0241,Geel Pluimvee,51.16,4.99,Leghorn,159,2.4,1,21.7
2026-06-02,KIP-0242,Hasselt Kip,50.93,5.33,Rhode Island Red,144,2.48,1,21.7
2026-06-02,KIP-0243,Lommel Hoeve,51.23,5.31,Sussex,277,2.3,0,21.7
2026-06-02,KIP-0244,Lommel Hoeve,51.23,5.31,Leghorn,213,2.27,0,21.7
2026-06-02,KIP-0245,Hasselt Kip,50.93,5.33,Rhode Island Red,184,2.4,0,21.7
2026-06-02,KIP-0246,Lommel Hoeve,51.23,5.31,Rhode Island Red,158,2.71,0,21.7
2026-06-02,KIP-0247,Geel Pluimvee,51.16,4.99,Rhode Island Red,223,2.62,0,21.7
2026-06-02,KIP-0248,Lommel Hoeve,51.23,5.31,Sussex,229,2.31,1,21.7
2026-06-02,KIP-0249,Geel Pluimvee,51.16,4.99,Rhode Island Red,216,2.42,1,21.7
2026-06-02,KIP-0250,Hasselt Kip,50.93,5.33,Rhode Island Red,135,2.29,0,21.7
2026-06-02,KIP-0251,Lommel Hoeve,51.23,5.31,Rhode Island Red,273,2.79,0,21.7
2026-06-02,KIP-0252,Hasselt Kip,50.93,5.33,Rhode Island Red,156,2.81,0,21.7
2026-06-02,KIP-0253,Lommel Hoeve,51.23,5.31,Leghorn,112,2.61,0,21.7
2026-06-02,KIP-0254,Geel Pluimvee,51.16,4.99,Leghorn,169,2.33,0,21.7
2026-06-02,KIP-0255,Hasselt Kip,50.93,5.33,Rhode Island Red,232,2.4,1,21.7
2026-06-02,KIP-0256,Lommel Hoeve,51.23,5.31,Sussex,139,2.69,0,21.7
2026-06-02,KIP-0257,Geel Pluimvee,51.16,4.99,Leghorn,163,2.25,0,21.7
2026-06-02,KIP-0258,Hasselt Kip,50.93,5.33,Rhode Island Red,295,2.39,0,21.7
2026-06-02,KIP-0259,Hasselt Kip,50.93,5.33,Leghorn,189,2.4,1,21.7
2026-06-02,KIP-0260,Lommel Hoeve,51.23,5.31,Leghorn,299,2.71,0,21.7
2026-06-02,KIP-0261,Lommel Hoeve,51.23,5.31,Sussex,307,2.35,1,21.7
2026-06-02,KIP-0262,Lommel Hoeve,51.23,5.31,Rhode Island Red,203,2.52,2,21.7
2026-06-02,KIP-0263,Geel Pluimvee,51.16,4.99,Rhode Island Red,219,2.64,1,21.7
2026-06-02,KIP-0264,Lommel Hoeve,51.23,5.31,Sussex,187,2.86,2,21.7
2026-06-02,KIP-0265,Hasselt Kip,50.93,5.33,Sussex,181,2.26,1,21.7
2026-06-02,KIP-0266,Hasselt Kip,50.93,5.33,Rhode Island Red,147,2.36,0,21.7
2026-06-02,KIP-0267,Lommel Hoeve,51.23,5.31,Rhode Island Red,269,2.5,1,21.7
2026-06-02,KIP-0268,Lommel Hoeve,51.23,5.31,Sussex,153,2.47,1,21.7
2026-06-02,KIP-0269,Hasselt Kip,50.93,5.33,Leghorn,203,2.53,2,21.7
2026-06-02,KIP-0270,Geel Pluimvee,51.16,4.99,Leghorn,232,2.77,1,21.7
2026-06-02,KIP-0271,Lommel Hoeve,51.23,5.31,Sussex,217,2.54,0,21.7
2026-06-02,KIP-0272,Lommel Hoeve,51.23,5.31,Leghorn,174,2.86,1,21.7
2026-06-02,KIP-0273,Hasselt Kip,50.93,5.33,Sussex,179,2.51,0,21.7
2026-06-02,KIP-0274,Lommel Hoeve,51.23,5.31,Leghorn,119,2.21,2,21.7
2026-06-02,KIP-0275,Geel Pluimvee,51.16,4.99,Leghorn,184,2.47,0,21.7
2026-06-02,KIP-0276,Hasselt Kip,50.93,5.33,Rhode Island Red,137,2.65,1,21.7
2026-06-02,KIP-0277,Lommel Hoeve,51.23,5.31,Rhode Island Red,167,2.29,1,21.7
2026-06-02,KIP-0278,Hasselt Kip,50.93,5.33,Leghorn,272,2.72,0,21.7
2026-06-02,KIP-0279,Lommel Hoeve,51.23,5.31,Leghorn,207,2.24,0,21.7
2026-06-02,KIP-0280,Lommel Hoeve,51.23,5.31,Rhode Island Red,253,2.59,1,21.7
2026-06-02,KIP-0281,Lommel Hoeve,51.23,5.31,Rhode Island Red,223,2.48,0,21.7
2026-06-02,KIP-0282,Geel Pluimvee,51.16,4.99,Rhode Island Red,265,2.37,2,21.7
2026-06-02,KIP-0283,Geel Pluimvee,51.16,4.99,Sussex,213,2.96,0,21.7
2026-06-02,KIP-0284,Hasselt Kip,50.93,5.33,Leghorn,153,2.32,3,21.7
2026-06-02,KIP-0285,Lommel Hoeve,51.23,5.31,Rhode Island Red,114,2.32,2,21.7
2026-06-02,KIP-0286,Lommel Hoeve,51.23,5.31,Leghorn,237,2.34,0,21.7
2026-06-02,KIP-0287,Geel Pluimvee,51.16,4.99,Sussex,249,2.44,0,21.7
2026-06-02,KIP-0288,Lommel Hoeve,51.23,5.31,Sussex,133,2.35,0,21.7
2026-06-02,KIP-0289,Geel Pluimvee,51.16,4.99,Rhode Island Red,221,2.6,2,21.7
2026-06-02,KIP-0290,Lommel Hoeve,51.23,5.31,Sussex,277,2.59,0,21.7
2026-06-02,KIP-0291,Hasselt Kip,50.93,5.33,Leghorn,237,2.46,1,21.7
2026-06-02,KIP-0292,Lommel Hoeve,51.23,5.31,Rhode Island Red,120,2.31,1,21.7
2026-06-02,KIP-0293,Lommel Hoeve,51.23,5.31,Leghorn,268,2.51,1,21.7
2026-06-02,KIP-0294,Geel Pluimvee,51.16,4.99,Leghorn,227,2.35,1,21.7
2026-06-02,KIP-0295,Lommel Hoeve,51.23,5.31,Sussex,124,2.6,0,21.7
2026-06-02,KIP-0296,Lommel Hoeve,51.23,5.31,Sussex,258,2.17,0,21.7
2026-06-02,KIP-0297,Geel Pluimvee,51.16,4.99,Sussex,278,2.77,1,21.7
2026-06-02,KIP-0298,Hasselt Kip,50.93,5.33,Sussex,200,2.55,1,21.7
2026-06-02,KIP-0299,Hasselt Kip,50.93,5.33,Sussex,256,2.51,1,21.7
2026-06-02,KIP-0300,Geel Pluimvee,51.16,4.99,Rhode Island Red,279,2.74,3,21.7
2026-06-02,KIP-0301,Geel Pluimvee,51.16,4.99,Leghorn,204,2.19,1,21.7
2026-06-02,KIP-0302,Geel Pluimvee,51.16,4.99,Leghorn,113,2.61,2,21.7
2026-06-02,KIP-0303,Geel Pluimvee,51.16,4.99,Leghorn,148,2.67,1,21.7
2026-06-02,KIP-0304,Geel Pluimvee,51.16,4.99,Leghorn,236,2.8,0,21.7
2026-06-02,KIP-0305,Hasselt Kip,50.93,5.33,Sussex,253,2.17,0,21.7
2026-06-02,KIP-0306,Hasselt Kip,50.93,5.33,Leghorn,168,2.66,0,21.7
2026-06-02,KIP-0307,Geel Pluimvee,51.16,4.99,Rhode Island Red,171,2.67,0,21.7
2026-06-02,KIP-0308,Lommel Hoeve,51.23,5.31,Rhode Island Red,237,2.8,0,21.7
2026-06-02,KIP-0309,Geel Pluimvee,51.16,4.99,Leghorn,179,2.45,0,21.7
2026-06-02,KIP-0310,Lommel Hoeve,51.23,5.31,Leghorn,206,2.66,0,21.7
2026-06-02,KIP-0311,Geel Pluimvee,51.16,4.99,Rhode Island Red,271,2.31,1,21.7
2026-06-02,KIP-0312,Geel Pluimvee,51.16,4.99,Rhode Island Red,200,2.26,1,21.7
2026-06-02,KIP-0313,Hasselt Kip,50.93,5.33,Sussex,234,2.47,1,21.7
2026-06-02,KIP-0314,Lommel Hoeve,51.23,5.31,Rhode Island Red,239,2.64,1,21.7
